,user,item,rating,timestamp
59683,387,2968,3.5,1153982942
38793,266,2249,2.0,945669675
17670,111,81564,2.0,1516141247
33380,226,4878,3.5,1196228938
69418,448,5010,4.0,1074854977
1031,8,34,5.0,839463546
48686,314,728,4.0,835444728
45167,298,61323,3.0,1447516906
22355,151,1367,3.0,855947672
53720,354,3386,3.5,1200865464
57208,380,2641,3.5,1494803838
19089,122,103228,4.5,1461561859
537,5,344,3.0,847434802
76785,480,6281,3.5,1179164201
41027,277,637,3.0,861812892
53666,354,1732,4.0,1200941462
38138,261,1625,3.5,1404881564
81299,514,3740,4.0,1534052034
46998,307,1753,4.0,1217882506
88195,568,8169,3.5,1243576121
99363,608,6187,4.0,1117503217
76142,479,2986,1.0,1039392522
968,7,6863,4.5,1106712827
43262,290,954,5.0,974938670
19459,125,99114,4.0,1474283226
95727,600,6377,4.0,1237858799
10835,68,2993,4.0,1158534022
20383,135,663,4.0,1009691935
37609,254,3510,2.5,1180443471
20717,136,585,1.0,832449964
13499,88,785,4.0,1331420167
77423,483,1882,1.5,1215896224
80492,509,4018,2.5,1435992838
99857,610,4866,3.0,1493849696
8642,59,780,4.0,953609540
83279,527,2657,5.0,1033174848
70991,453,2396,5.0,1034602112
55913,369,1610,2.5,1237081499
57529,380,6888,2.0,1494071489
14881,95,162,5.0,1043340311
74879,474,8235,5.0,1100119709
94653,599,57368,3.0,1498522039
97545,606,1172,4.0,1173570289
24600,170,181,3.0,840473242
16376,105,4223,4.0,1446573494
60471,391,858,5.0,1030945609
15539,102,349,4.0,835875790
72623,469,1301,2.0,965335350
100080,610,26498,3.0,1479545197
52545,343,2571,5.0,1202060813
23230,160,22,1.0,971437089
87157,562,2133,4.5,1368896065
64866,414,96488,4.5,1522624379
90505,589,586,3.0,856046112
11242,68,34072,2.5,1158533621
93235,599,1855,2.0,1519102787
35714,241,593,4.5,1447536097
61295,402,457,4.0,849601325
52654,345,11,2.5,1342828883
18392,117,230,3.0,844163734
79407,492,1393,4.0,863976249
66327,427,5294,4.5,1053070577
59633,387,2599,4.0,1094876262
56491,374,1258,4.0,849089349
30732,216,514,3.0,975212804
56930,380,355,2.0,1494035831
51496,332,3408,3.5,1352672894
16040,104,2470,3.0,1048794772
4857,30,4993,5.0,1500370423
48863,317,4011,4.0,1430361490
75501,477,745,5.0,1200939361
2575,19,1653,4.0,965703628
15442,100,6377,4.0,1100185965
70202,448,108932,4.0,1424032074
37780,256,4643,3.5,1446580464
27580,187,1080,4.0,1161849782
10974,68,4161,3.5,1230498642
5477,39,1029,3.0,974789035
55819,368,3702,3.0,975829046
50757,328,1394,3.5,1494210555
80125,503,3897,3.5,1335219550
98762,608,471,1.5,1117161794
98408,606,45732,3.5,1254224585
31227,217,2002,2.0,955940827
74023,474,3255,3.5,1053021036
84224,538,3396,5.0,1307846735
34481,232,43928,2.5,1163916488
33747,230,344,3.0,1196304399
60910,393,68237,5.0,1430506951
71841,462,7044,3.0,1123893349
51666,334,344,2.0,1225480795
80236,504,5992,2.5,1064450804
15043,96,50,5.0,964773008
2867,19,3213,4.0,965708982
3719,22,7147,0.5,1268726811
49783,318,116823,2.5,1432382523
20640,136,172,1.0,832449475
39250,274,65,3.0,1171829616
85999,559,104,3.0,845476382
6861,45,8665,5.0,1121724114
16133,104,6773,3.5,1355593950
82452,523,52722,4.5,1503126280
48987,318,19,3.5,1262805276
90871,590,2762,3.5,1258420545
55443,368,367,3.0,975828193
61097,398,4973,5.0,1311207812
1014,7,45499,4.0,1157949636
41549,282,2398,3.0,1378498608
80188,504,2289,4.5,1063644555
22570,153,106920,4.0,1525548498
19971,132,588,3.5,1157921180
11973,73,103335,2.0,1464198316
1111,9,5902,5.0,1044656934
24646,171,81,5.0,866904379
66798,432,1,2.5,1316391457
1067,8,586,3.0,839463702
37015,249,69757,4.0,1362438328
13688,89,6863,1.5,1520408334
58476,381,45880,4.0,1170587344
92713,599,216,2.5,1498516455
67122,434,733,3.0,1270604818
91194,590,52281,3.0,1258427628
38765,266,1597,2.0,945670207
20689,136,344,1.0,832449164
69854,448,75803,1.5,1329074250
62223,412,2724,4.0,939113844
92041,596,80463,3.0,1535708468
95358,600,1682,3.5,1237712926
46647,306,58047,3.0,1518380295
37582,254,904,4.5,1180564710
63145,414,2468,2.0,961514568
4675,28,55116,3.0,1234340443
13488,87,4571,3.5,1270702635
26978,182,6323,3.5,1063274549
96244,603,592,2.0,953928090
33639,227,115713,4.0,1447210268
77247,483,170,4.0,1181495765
39186,273,236,4.0,835860812
44693,298,2683,2.5,1447584583
91395,593,50,4.5,1181007737
19823,130,110,5.0,832589660
27755,187,31364,5.0,1161849532
9739,64,3499,4.5,1161559601
26333,182,1449,4.0,1054784032
41199,279,98809,3.0,1506395340
60067,387,7573,2.5,1117431660
85536,555,1921,4.0,978841345
25259,177,3591,3.0,1435536554
96075,602,527,5.0,840875779
94831,599,89087,3.0,1498524863
84474,542,4886,3.5,1163386824
58831,382,114795,3.5,1515249972
31864,219,6281,2.5,1195335045
89237,578,75446,2.5,1300995271
27703,187,6874,4.0,1161849149
25183,177,2427,2.0,1435534896
23554,160,2977,2.0,991925792
71399,458,587,5.0,845653030
2654,19,2041,4.0,965708002
58244,381,2329,4.0,1200823794
53076,351,2231,4.5,1326210934
21528,140,5291,1.0,1117729298
71226,455,344,3.0,836435857
16916,105,172585,5.0,1526207575
76688,480,4701,2.5,1179165499
4050,26,344,3.0,836950286
21279,140,1952,3.0,1021898963
32527,221,6852,4.0,1118246952
17172,109,514,3.0,841109326
14011,89,145491,3.5,1520409039
94425,599,27397,3.0,1498527737
92368,597,1581,2.0,941558258
29110,200,4306,3.0,1229885793
65690,422,3882,1.0,989716276
75620,477,2028,4.0,1200939714
94767,599,79251,0.5,1519138345
71855,462,8582,4.0,1201445790
14582,91,4641,1.5,1112716642
40719,275,1625,5.0,1049078987
17605,111,61024,5.0,1516141215
65556,420,8464,4.5,1218207751
2019,18,7018,3.5,1486854151
55749,368,2990,3.0,975829365
49433,318,45950,3.5,1276006634
72120,464,4963,4.0,1287400304
90097,586,2353,5.0,1529899159
40111,274,7160,4.0,1171759168
76597,480,3555,3.5,1179165651
39877,274,4223,4.0,1173041125
80295,506,45447,0.5,1424486934
20703,136,432,3.0,832449365
76199,479,4700,4.0,1039362056
64681,414,56788,3.5,1216146715
33445,226,6708,4.0,1096420239
183,1,2826,4.0,964980523
12884,82,5093,3.0,1084467542
62215,412,2542,4.0,939114354
53524,353,186,5.0,831939806
35506,239,6807,4.0,1221158858
35177,236,1214,5.0,943013896
26468,182,2344,3.0,1054780963
31472,217,3432,1.0,955941736
55918,369,1732,5.0,1237082071
39191,273,282,4.0,835861286
3722,22,7438,5.0,1268726785
90887,590,2947,4.5,1258419780
54217,357,1097,3.5,1348611260
76985,480,39444,4.0,1179164081
12217,75,1204,3.5,1158989794
80349,508,107,2.0,1268297485
58281,381,3175,2.5,1166972030
58555,381,72011,3.0,1262898294
49080,318,1220,3.5,1319980316
28301,196,68954,4.0,1460954168
86962,561,54286,4.5,1491091001
39558,274,2001,2.5,1171943796
54298,357,2028,4.5,1348612063
36580,249,2959,5.0,1346757736
72450,468,590,5.0,831400405
94972,599,115149,3.0,1498529679
25389,177,6765,3.0,1435525877
59879,387,4881,3.5,1094875316
54144,357,253,4.0,1348612110
2026,18,7323,3.0,1455049931
82887,525,7762,4.0,1476478587
55057,365,81834,3.0,1488332671
69379,448,4677,3.0,1019128521
44055,294,592,3.0,966597566
59936,387,5673,2.5,1151743188
44499,297,692,1.0,900876328
90359,587,2289,4.0,953137911
71856,462,8620,2.5,1293374287
52882,347,10,4.0,847645690
97061,604,104,3.0,832081105
28168,195,1921,2.0,974705766
24059,167,150,4.0,1154722124
54496,357,80489,4.5,1348627749
2371,19,472,2.0,965707518
52935,348,750,4.5,1378850230
27693,187,6377,2.5,1161863902
66401,428,543,0.5,1111487453
17923,112,161,1.5,1513989954
42257,288,1031,3.0,978467836
93598,599,3196,3.0,1498521774
74281,474,4396,1.0,994819163
6529,45,441,3.0,950724757
28689,199,1339,4.0,940544360
30693,215,4623,3.0,1260909264
20784,137,1230,5.0,1204863789
99062,608,2550,3.0,1117408202
92174,597,70,2.0,941559139
71468,460,4993,5.0,1359177941
39126,271,2858,2.5,1234302686
64934,414,140715,4.0,1525562956
80737,509,77561,3.5,1435993839
49581,318,71468,3.5,1415538273
83476,531,1961,5.0,1032961546
71714,462,2734,2.5,1123893615
52879,346,48394,4.5,1172692161
54409,357,6155,3.0,1348611612
20340,135,47,5.0,1009691144
57912,380,92938,2.0,1493421323
71469,460,4995,5.0,1359177630
99340,608,5668,3.5,1117408117
40192,274,8961,3.5,1171409781
12505,79,1912,5.0,975281904
94940,599,106072,2.5,1498529505
82690,525,1265,4.0,1476480715
37443,250,4886,4.0,1121217476
29793,203,2001,3.5,1390094435
75041,474,30822,4.5,1119128254
51851,336,509,5.0,1126182658
94075,599,5696,2.0,1519259308
39042,269,81,3.0,850865720
24308,168,26078,5.0,1306802421
84686,546,2792,3.0,973588665
79800,497,410,2.0,1429127204
76118,479,2296,2.0,1039362699
47762,308,2324,1.0,1421373886
8608,58,587,4.0,847718674
50959,330,62,3.0,1285905259
66244,426,7149,3.0,1451080518
55424,368,208,3.0,975829650
76591,480,3481,5.0,1179162198
77972,484,455,4.0,1342298116
82847,525,5956,3.0,1476479917
59036,385,501,3.0,844794832
41757,284,223,5.0,832786477
88239,570,208,2.5,1181477417
85473,555,1374,3.0,978821670
48093,312,1350,3.0,1043176038
55186,366,3578,4.5,1445546566
50115,323,318,5.0,1422640055
97613,606,1347,4.0,1171361095
24992,177,909,5.0,1435535626
61213,401,3114,3.0,1510448991
12120,74,6552,4.0,1207500626
14798,93,2174,4.0,942946932
30344,212,8376,4.0,1523216642
17692,111,88125,4.0,1516153598
82257,522,1375,3.5,1297482389
68732,448,500,4.0,1019128140
57502,380,6503,3.0,1494071354
38372,263,3897,4.5,1090948162
81745,517,4018,1.0,1487957310
6941,47,1393,2.5,1496206783
22510,153,8464,1.0,1525550393
33866,230,50872,3.5,1196305180
90036,585,48516,4.5,1307581053
94800,599,85367,2.5,1498514745
99179,608,3623,3.5,1117408243
50306,325,1721,4.0,1039397919
66431,428,1136,3.5,1111488173
99494,608,52245,3.0,1189563917
67678,438,1036,4.0,1105668663
62090,411,371,4.0,835533073
19103,122,115122,5.0,1461562651
93591,599,3173,2.5,1498514459
71040,453,3238,3.0,972622290
93179,599,1635,3.0,1498521686
48891,317,7438,3.0,1430361491
40070,274,6664,3.5,1171828354
80888,510,1882,0.5,1141159305
95044,599,153236,3.0,1519363838
68951,448,2006,3.0,1019124400
25537,177,45501,2.0,1435529730
13442,86,4310,3.0,1343944682
31921,219,8874,4.5,1194681379
57599,380,8874,5.0,1493420010
80738,509,78105,4.0,1435996118
4163,27,2709,3.0,962685711
88435,571,1329,2.0,966901061
77611,483,4621,2.0,1215898715
91851,596,2643,2.0,1535711683
89523,580,3156,2.5,1167861201
76760,480,5577,4.5,1179162321
96132,603,123,3.0,954482255
3738,22,37733,2.5,1268726871
99808,610,4153,3.0,1493847986
86881,561,6378,2.0,1491091296
91936,596,6502,4.0,1535709276
50671,328,13,3.0,1494212082
89475,580,2167,4.5,1167673470
16934,105,175435,4.5,1526207160
24617,170,364,3.0,840381013
81988,520,316,4.0,1326609086
4711,28,60684,4.0,1240817508
68266,440,6502,4.5,1237569059
12926,82,6539,4.5,1084467083
4457,28,4787,2.0,1242289083
71281,456,719,3.0,856883450
87895,567,48394,3.0,1525286819
35576,239,57368,2.5,1221159138
28788,199,2912,4.0,1101838442
19748,129,3793,4.0,1167375944
40173,274,8798,3.0,1171491590
18461,117,585,3.0,844163121
7038,47,112183,1.5,1496206635
77663,483,6373,3.5,1415579295
94137,599,6440,4.5,1498539616
18416,117,317,3.0,844163454
8068,57,260,5.0,965798203
57770,380,54997,5.0,1494690915
72433,468,225,4.0,831400499
40729,275,1694,3.0,1049078821
94376,599,26562,3.0,1498523408
30135,210,106642,4.5,1527266123
49343,318,8361,3.5,1262806188
16174,104,52287,4.0,1299188638
12751,82,337,2.5,1084468022
18632,119,58559,4.5,1437850702
76152,479,3146,1.0,1039362207
80884,510,1396,3.5,1141159055
91286,591,3238,1.0,970524881
95940,601,81845,4.0,1521397826
65084,415,92535,4.5,1382470225
97644,606,1619,3.5,1171814877
51627,332,93766,2.0,1352672641
44365,294,3507,3.0,966595488
42175,288,474,3.0,978465565
29088,200,3897,4.5,1229877289
69097,448,2792,3.0,1041438705
25107,177,1693,3.5,1435535686
47542,307,33495,2.0,1186260834
2925,19,3526,2.0,965706019
6812,45,4502,1.0,1034344018
20544,135,2916,4.0,1009691186
33447,226,6763,2.0,1196228511
51991,338,170705,2.5,1530148439
648,6,212,4.0,845556181
74573,474,6288,3.5,1066136312
70978,453,2273,3.0,972621867
9838,64,5902,4.5,1161521577
52621,344,4034,2.0,1420497229
61784,409,2599,5.0,968978193
6180,42,2890,4.0,996218615
16168,104,46578,4.0,1293984190
43775,292,45447,4.0,1262377252
40406,274,54732,2.0,1198131080
76450,480,1777,4.0,1179178281
85403,555,955,5.0,978745928
26569,182,3006,3.0,1054780377
85324,555,293,5.0,978840381
75404,476,440,3.0,835021693
21983,144,208,3.5,1137323690
33777,230,1214,3.5,1196304584
962,7,5989,4.0,1106636600
78967,489,7438,5.0,1332772313
20259,132,58559,3.5,1329983669
81770,517,5218,2.5,1487956733
62912,414,1799,4.0,961517975
16988,107,231,3.0,832003701
80233,504,5957,2.5,1064450873
94177,599,6754,2.5,1498515495
94523,599,42011,2.5,1498514587
27266,185,595,4.0,1044311830
13901,89,106540,3.0,1520408982
41619,282,4886,4.5,1378497432
28954,200,357,4.0,1229886985
31275,217,2231,4.0,955943036
86846,561,4677,2.0,1491094320
77652,483,5902,5.0,1312669896
86704,561,1732,5.0,1491091144
14846,94,317,3.0,843406866
81403,514,72171,2.0,1533946304
59754,387,3535,4.5,1094938830
100111,610,30745,5.0,1479545339
38139,261,1682,4.5,1404881420
24818,174,440,4.0,848487116
73173,474,300,4.0,979180247
75059,474,33493,4.5,1118006457
1523,15,64614,4.0,1510572137
98926,608,1603,2.5,1117507275
39919,274,4679,3.0,1171786373
87091,562,204,3.0,1368892062
45881,304,1569,3.0,897214277
87561,564,7317,4.0,1478452268
77727,483,27660,4.0,1178213578
90928,590,3386,3.5,1258415288
80663,509,52694,3.0,1436083386
93046,599,1231,3.5,1498501272
72534,469,926,4.0,965662034
52254,339,64969,3.5,1460185926
4500,28,6537,4.0,1234516415
41881,286,653,3.0,1119563488
55629,368,1957,4.0,971273035
18962,122,5630,4.5,1461562387
76026,478,337,2.5,1121467335
85412,555,1037,3.0,978842077
73281,474,898,4.0,1077028750
28216,195,2987,1.0,974706483
88416,571,426,3.0,966900601
80600,509,27815,3.5,1435996158
57227,380,2762,5.0,1493473932
24419,169,2017,4.0,1059427791
60984,395,339,4.0,841503555
7285,50,59615,2.0,1514239001
48128,312,2028,4.0,1043177095
95506,600,2699,2.5,1237710499
90075,586,1200,5.0,1529903306
52799,346,3186,3.0,1125858352
30098,210,56174,2.5,1475409531
45956,305,223,4.0,1512203859
26397,182,1835,3.0,1075859248
75973,477,57640,4.5,1215911361
29849,204,3751,4.0,1327182555
66550,428,3744,3.0,1111523975
28279,196,457,3.5,1460954185
27036,182,7254,4.0,1127221144
85112,552,6377,4.5,1111473105
31505,218,1250,4.0,1111624904
38109,260,7361,3.5,1109409099
36847,249,44022,3.5,1415415583
26847,182,4959,3.5,1075765369
51041,330,1197,4.5,1285904466
18581,119,4886,4.5,1443813263
44910,298,6373,2.5,1447598221
53886,356,1235,4.5,1228072625
64575,414,49280,3.5,1183481122
41373,280,35836,3.5,1348532957
52828,346,5812,3.5,1094646851
39892,274,4306,3.5,1171494063
68852,448,1276,5.0,1019130913
2491,19,1234,4.0,965705661
35795,242,231,3.0,834073098
78996,489,33836,1.5,1333658243
137,1,2139,5.0,964982791
64040,414,5941,2.5,1086789488
41554,282,2502,4.5,1378491812
68785,448,941,4.0,1092830001
371,4,1103,5.0,964539723
37394,249,162606,3.5,1496533192
86076,559,509,4.0,845476017
85943,558,1923,4.0,1035416409
25056,177,1225,3.0,1435534154
28076,194,1252,3.5,1110316645
21705,141,364,4.0,1513130667
42025,287,2193,3.5,1110231197
51911,337,50,3.0,860256158
24625,170,480,3.0,840380988
35316,239,231,3.5,1221158416
15156,98,356,5.0,1532457441
90695,590,1262,4.5,1258419899
77718,483,8972,3.0,1215899004
36592,249,3271,4.0,1441193441
62503,414,475,5.0,961517481
15118,96,3819,3.0,964774067
91222,590,61352,3.0,1267151572
95619,600,3979,3.5,1237762425
27383,186,1356,4.0,1031079788
59356,387,951,3.5,1117438328
27106,183,2662,3.0,992331667
73615,474,1934,3.5,1137521029
32059,220,150,5.0,1230055657
84257,539,1297,3.0,1332474581
55855,368,3957,3.0,971273995
13451,86,6373,4.0,1344192873
3662,22,107,4.5,1268330607
21690,140,53972,3.0,1186077792
66986,432,34162,3.5,1315245842
19809,129,33794,4.5,1167376147
45857,304,1370,4.0,891173528
44388,294,3773,3.0,966596414
62983,414,2044,2.0,961596668
90718,590,1356,4.5,1258416609
2879,19,3263,2.0,965706592
67987,438,5563,2.0,1105763393
93393,599,2382,1.5,1498504291
70882,453,520,4.0,1005967101
53196,351,92048,4.0,1328296773
21101,140,151,4.0,949667175
21735,141,2000,3.5,1513131918
46443,305,83134,5.0,1518811444
72704,469,2028,4.0,965333710
56505,375,1027,5.0,1225230145
61026,396,50,4.0,1111688630
53456,352,105504,4.0,1493674683
77869,483,88125,4.5,1311337237
18834,122,47,4.5,1461561420
69624,448,8784,3.5,1144263537
11144,68,7154,2.5,1268687612
100165,610,40723,3.5,1493848308
64413,414,33677,3.5,1130096668
40175,274,8810,2.0,1187268450
47334,307,5443,1.0,1189607373
94449,599,30810,4.0,1498499500
67066,433,778,4.5,1506824039
1139,10,4447,4.5,1455398321
63222,414,2759,3.0,961436657
95043,599,151781,3.5,1498526290
48317,313,1200,5.0,1030474684
16924,105,173355,5.0,1526207151
80841,510,16,1.0,1141158760
70666,452,648,5.0,1019580795
96886,603,3422,4.0,953927908
24455,169,3421,4.0,1059428284
75450,477,318,5.0,1200939396
16440,105,5878,3.5,1446572143
56082,370,36529,3.5,1159162808
49165,318,2761,3.5,1342627045
14783,93,1784,5.0,942766804
59093,385,1079,4.0,842892256
11922,73,71518,4.0,1464198296
51021,330,750,4.5,1285904188
55867,369,150,3.0,1237081911
69768,448,59900,2.0,1262200436
41316,280,3617,2.5,1348533183
11675,70,858,5.0,1355198320
80569,509,7373,2.0,1435993727
25544,177,45950,4.0,1435525275
1907,18,1924,2.5,1456875333
38157,261,4238,3.5,1404881077
25034,177,1096,4.5,1435536111
30721,216,1,3.0,975211713
48869,317,4306,4.0,1430366040
93693,599,3598,2.5,1498518041
88955,573,86377,5.0,1370377725
14104,90,1057,5.0,856354399
55274,367,1996,3.0,997810886
32023,219,55292,1.0,1200977866
64279,414,7364,4.0,1101751603
93657,599,3423,2.0,1519257917
85219,554,907,4.0,944900345
99899,610,5329,3.5,1493849209
40345,274,47122,3.0,1172030418
94958,599,111743,1.0,1498532368
29634,202,2346,3.0,974925156
36385,249,104,3.5,1353801000
35693,240,595,3.0,849122129
7330,50,99114,3.0,1514238526
33487,226,8807,4.0,1114842889
63810,414,4909,2.0,1019480751
100454,610,79357,3.5,1493847855
24280,168,2076,4.5,1306806642
9687,64,2722,3.0,1161565830
52707,345,7121,5.0,1342827777
95773,600,8533,3.0,1237714291
21678,140,44399,1.0,1160763894
90429,588,36,2.0,839316709
48332,313,1258,5.0,1030475620
59387,387,1104,4.0,1094876737
55807,368,3584,2.0,971277132
37762,256,3785,4.0,1446580319
73559,474,1639,3.5,1082256478
83814,534,46530,2.5,1459795332
20737,137,527,3.5,1204859356
58254,381,2617,4.0,1165975484
58022,380,122918,5.0,1496617026
98928,608,1609,3.5,1117502488
57659,380,33794,5.0,1493423255
41585,282,3301,3.5,1378497846
93274,599,1994,2.5,1519119603
90169,586,74458,3.0,1529899949
86651,561,1198,5.0,1491090690
55668,368,2291,3.0,971273377
32108,220,1429,3.5,1230055238
10208,66,3578,3.5,1093747720
61779,409,2490,3.0,968978362
65644,422,1213,5.0,986173244
26968,182,6192,5.0,1063274731
38586,265,1921,4.0,965315113
34166,232,5872,3.0,1218167505
36857,249,45499,3.5,1368980379
86177,560,1274,3.5,1478019649
36838,249,39446,3.0,1347887417
88605,572,1396,4.0,945891664
48832,317,1262,3.0,1430517307
69658,448,32019,2.0,1152437420
80542,509,6373,3.5,1435992791
30496,212,162578,4.0,1490115515
81767,517,5013,5.0,1487954262
8969,62,58047,3.5,1528909343
18061,113,2184,4.0,980307343
95532,600,2858,4.5,1237710044
16391,105,4718,3.5,1446573444
19506,125,131920,4.5,1474295590
32038,219,59369,3.5,1237239024
36400,249,344,3.5,1354107356
49234,318,4310,3.0,1262805837
23562,160,3081,5.0,976797151
88825,573,4886,4.0,1186590247
8516,58,22,3.0,847719108
96656,603,2422,1.0,963177105
7523,51,1639,5.0,1230929619
14738,93,339,4.0,942766855
37163,249,91529,4.0,1346757791
79526,495,1193,5.0,1458635276
4216,28,300,2.0,1242288446
98359,606,32649,4.0,1183631125
67576,437,1293,5.0,859721495
70213,448,109487,3.0,1446324494
22132,146,2338,2.0,1312507874
98526,607,919,5.0,964744224
30296,212,1265,2.5,1490121496
86154,560,718,4.0,1469677592
3138,20,4226,3.5,1054037196
39054,269,786,3.0,850865522
36320,247,139385,5.0,1467646385
21052,139,79091,2.5,1453924797
22346,151,842,3.0,855948120
84964,552,1073,4.5,1112151222
32581,221,31692,0.5,1121365317
91184,590,48738,4.0,1258429452
51787,334,55765,3.5,1245944679
5413,38,339,3.0,841341271
96654,603,2420,2.0,953928381
79938,500,1175,5.0,1005528017
43811,292,65088,3.5,1245511528
79504,495,150,4.5,1458635325
14671,91,7482,4.0,1112711513
1949,18,3253,3.0,1512850503
29292,201,589,5.0,941211417
64643,414,54286,4.0,1188919668
26508,182,2622,3.0,1055155146
83117,526,593,4.0,1502131895
3058,20,2137,4.5,1054038124
41885,286,1080,4.0,1119562012
16099,104,4963,3.5,1416241898
6881,46,110,5.0,834788016
1209,10,72720,3.5,1455301822
4577,28,30812,3.0,1242288990
26176,182,457,3.5,1054783792
66471,428,1909,2.0,1111523259
89769,581,4995,4.5,1447007422
6433,44,18,4.0,869252115
98507,607,434,4.0,963080385
56558,376,589,5.0,1364933317
53360,352,53125,4.0,1493674237
99407,608,6979,3.0,1117162277
92956,599,920,3.0,1498523846
14065,89,184349,3.5,1520408986
8777,61,3949,4.5,1145532607
61787,409,2688,2.0,968978236
51811,335,163,4.0,1261541255
51318,331,57669,5.0,1537235356
99644,610,1394,5.0,1479544403
78272,486,293,5.0,839537372
24440,169,2791,4.5,1059428199
33540,226,55269,3.0,1193119200
66805,432,110,4.0,1315245004
25240,177,3257,2.0,1435535317
22313,151,107,3.0,855947372
69060,448,2542,4.0,1019127343
52028,339,592,2.5,1460182570
26069,181,516,2.0,845470717
14006,89,142550,4.5,1520409140
29890,204,67295,3.5,1327182496
91371,592,514,3.0,837350705
29564,202,1429,5.0,974918797
83159,526,106100,4.5,1502132907
88827,573,4993,5.0,1248840083
2571,19,1625,4.0,965710871
79823,497,2959,4.0,1429127728
28161,195,1722,2.0,974706018
18488,117,762,3.0,844163977
32083,220,733,4.0,1230055810
6015,42,1231,5.0,996258009
47246,307,4229,1.5,1186257378
1431,14,593,4.0,835441086
96693,603,2580,4.0,953926088
21317,140,2561,3.0,1075154630
27990,191,312,1.0,829760898
39349,274,619,3.5,1172458048
56972,380,704,3.0,1495234943
99734,610,3553,2.0,1493849267
35006,234,1806,3.0,1004409745
46986,307,1593,2.0,1186172494
61690,408,103042,4.5,1467371835
76454,480,1917,3.0,1179177906
78316,487,3752,3.0,1428650083
54849,362,161127,4.0,1530638451
44723,298,3307,3.0,1447584639
31087,217,1215,2.0,955941990
787,6,520,3.0,845553844
45415,298,112552,3.5,1447518030
41329,280,4306,4.5,1348532168
32199,220,7569,3.5,1257736402
87926,567,68954,3.0,1525286751
44123,294,1288,4.0,966595028
17839,111,159755,1.5,1516154500
63332,414,3145,4.0,961437549
22350,151,885,3.0,855948155
6265,42,4005,4.0,996259059
93513,599,2804,2.5,1498517531
38542,265,953,5.0,965316060
51924,337,135,4.0,860255867
59434,387,1248,4.5,1117437613
47041,307,2115,3.0,1186161597
21210,140,1193,3.0,942842304
91381,592,589,5.0,837350111
51850,336,356,4.5,1122227399
82831,525,5218,3.0,1476479479
20422,135,1320,4.0,1009691421
79413,492,1474,4.0,863976962
85408,555,1021,2.0,978748735
77065,481,1407,2.0,884773369
52348,339,112556,3.5,1460518596
19411,125,79132,4.0,1474297303
4136,27,2040,2.0,962686260
57628,380,27831,4.0,1494267457
59501,387,1597,1.0,1095040828
85519,555,1676,1.0,978841648
84842,551,4262,3.5,1504925964
63070,414,2269,2.0,961518731
61245,401,56757,4.5,1510449519
99643,610,1358,4.5,1479544446
97030,603,4786,1.0,1002403526
56081,370,33794,3.0,1159163435
54109,356,59141,5.0,1229140136
63965,414,5477,3.0,1100800073
79180,490,46578,3.5,1324371036
58059,380,161131,3.5,1508436071
67603,438,153,3.0,1105666167
52192,339,40815,2.5,1460183491
21751,141,3114,4.5,1513130145
5207,34,2273,5.0,1162048095
64447,414,37720,3.0,1139849207
72659,469,1610,3.0,965333973
16390,105,4388,4.0,1446750677
46627,306,4963,3.0,1518380999
46374,305,64983,4.0,1460136944
10131,66,2002,3.0,1113188513
13184,84,507,3.0,860398337
91639,594,3616,4.5,1108976036
37381,249,152091,3.0,1518388995
63469,414,3654,4.0,965742446
77750,483,35836,3.0,1327277928
24234,168,596,4.5,1306793334
19331,125,27788,4.0,1474413778
74755,474,7116,3.5,1090873564
55374,367,4153,3.0,997814114
2647,19,2026,2.0,965705322
951,7,4995,4.5,1106636610
73076,473,4975,4.0,1169351822
93951,599,4898,2.5,1498517037
31926,219,8972,3.5,1195349136
64239,414,7149,2.0,1100799993
54227,357,1208,3.5,1348611143
9649,64,2273,3.0,1161559647
13559,89,898,4.0,1520408274
26466,182,2336,4.5,1054780359
78041,484,2087,5.0,1342297890
30885,217,1,4.0,955942540
47755,308,1200,1.0,1421373802
34053,232,3827,3.0,1218167737
98033,606,4847,3.5,1171840637
23809,165,1196,4.0,1046741873
67779,438,2605,3.5,1105667342
64019,414,5788,2.5,1072057985
50606,326,99114,4.5,1419880681
85441,555,1249,5.0,978744284
82882,525,7361,3.5,1476477712
36344,248,58559,2.5,1534591738
64230,414,7033,3.5,1105040541
73375,474,1083,2.0,1047043404
22124,146,830,4.0,1312507715
54699,361,4085,3.5,1204046174
90459,588,356,3.0,839316241
18295,116,1101,5.0,1337200060
29113,200,4369,3.5,1229887735
13989,89,136503,5.0,1520409404
37807,256,6934,3.5,1446580260
55439,368,349,4.0,971275815
84516,542,34319,4.0,1163388812
66419,428,780,3.0,1111489231
22684,156,1,4.0,1106854640
66412,428,661,3.0,1111525117
82013,520,1131,3.0,1326611220
27339,186,902,5.0,1031072545
49840,318,158972,4.0,1507743283
88628,572,1964,5.0,945890408
46411,305,72294,3.5,1460137427
7315,50,92046,3.0,1514240443
16218,105,47,5.0,1446571714
77386,483,1387,2.0,1181496743
21000,139,45722,2.5,1453924277
13579,89,1080,1.0,1520408299
14503,91,3263,2.0,1112716708
82386,522,86347,5.0,1388124972
17570,111,53460,3.5,1516152382
65137,417,47,5.0,1532134167
39093,270,762,3.0,853918942
45928,304,2549,4.0,934699093
70448,448,148956,2.5,1483284375
33261,226,2432,2.0,1096421203
89825,582,85414,2.5,1446792736
